hash,gas,gas_price,receipt_cumulative_gas_used,receipt_gas_used,block_timestamp,receipt_status
0xc5a887b6ca46e6abb93d5e5938e1cea1b5c6ab4149aa029320edb0c643cfb1b8,200200,2000000000,8906995,137202,2019-11-13 05:57:40 UTC,1
0xc4bf8d40c1dab863d2ae0467657f90d5565cb04cdfa18d1960b07809bd26f79d,200200,1200000000,9531718,120765,2019-11-12 18:55:48 UTC,1
0x7a9ece633407fc8bbc1c4f3458ea9a15f7aea5bbc69d6d054ed0c6adfba7a9b1,200200,5500000000,978355,138968,2019-11-12 07:53:44 UTC,1
0x6a1e4ae2d7fe2693bcd6ea49f7e07b89d3395eec422e95e7099d4f2289a7c822,200200,1000000000,7429618,132125,2019-11-11 20:52:07 UTC,1
0xf1c24c4fa8b117b1abb32f4d55868bf7163e9d9e07097b4701ad88fa9e999c8c,200200,6000000000,9692520,128927,2019-11-11 09:50:46 UTC,1
0xebaba9a02c193a13449c92ef2fb19e6ab60a9b14cb01ef6e3c18a8212939e1cb,200200,2000000000,6034611,135959,2019-11-11 03:42:23 UTC,1
0x78895e3e0eab78ca4fb21cd813ecd71814ecbe65925fe918b65823e985948c55,200200,1650000000,9853512,131779,2019-11-10 16:41:20 UTC,1
0xf379c9fc3f22cb653dd4babe57108e14c9d4cf072dffbabcb72138ccd94a1a79,200200,5500000000,3564048,132782,2019-11-10 05:39:21 UTC,1
0x3ea04ae30ce0de0a45036d3ba0d4ec1e9e88e7cef69006c1cc839a44b4c53e1b,200200,4000000000,5778388,136508,2019-11-10 04:18:27 UTC,1
0x2bc9ed1f8c8d1ebcfbca5f9d20748037defee66dc2c79c39d1bd4746a7e50aa5,200200,5000000000,5840108,135482,2019-11-09 17:17:11 UTC,1
0x559406b01a5b383a746fadea3c4caf7b74b77492f1a64a3d943e107de7d6fb9e,200200,5000000000,8099682,138548,2019-11-09 06:16:14 UTC,1
0x750f3721f5210804605ceb0b1089eb3761f3917f61573c25f221b6d25267ad17,200200,1000000000,7212242,145394,2019-11-08 19:17:07 UTC,1
0x2025c172b282a23cb16d07a315b082e3ee16aa623271b5d1b76ffb12a211b2f1,200200,3000000000,9416567,132392,2019-11-08 08:15:33 UTC,1
0x5c38a3b841f557d56ac1a9a8b5e78a75d2e79587afeade5ebb334ed34e6a768d,200200,1000000000,9404645,134657,2019-11-07 21:12:02 UTC,1
0x8c26a432ffa92be4e69f2a9d4c86bdb784f608db35fdd72647076477de56e3ba,200200,23000000000,2231642,137259,2019-11-07 10:10:41 UTC,1
0xfd98f31da939d4c96ea2df47900916e3b7be9a62aceda28f65127461c1e18f06,200200,8000000000,9033700,141129,2019-11-07 03:32:00 UTC,1
0x4eb903f6b3182bb9677f04fd7fd1cdd6e5fff4049fd6a9d293489f5623af3457,200200,1500000000,6710941,144044,2019-11-06 16:31:24 UTC,1
0x34c6a8996c693315af6ee8a4b8a94c898f97b5952969f0de28d64dc728e720e1,200200,1500000000,5107090,137635,2019-11-06 05:30:44 UTC,1
0x89844d860c047fd4e8685c247976db6abcc9969c0faa8650c1bcad0836e70242,200200,1500000000,5098403,142308,2019-11-06 01:42:26 UTC,1
0x44dcf3067a9965adf40e8c6e9424a79d384c2f07eb21b98046f29e8d9eefd785,200200,10400000000,8376738,140895,2019-11-05 14:41:25 UTC,1
0x49699fad76babf0c584f2f18a518ae7b88118d0ba7ee27a61f2873f9f6ec607d,200200,8000000000,7287635,134936,2019-11-05 06:37:10 UTC,1
0xd4dc45f269b5e4d335c3223c3254390ff4553b24ff84cd4291f6fed8e31f5799,200200,1000000000,9040837,146566,2019-11-04 20:22:12 UTC,1
0xa0a8b0194229d076426e3b13238d5621ce5a584139f045f89bda3165e0aa42be,200200,3800000000,4570305,144739,2019-11-04 12:07:07 UTC,1
0x7546816ac65442b5eadbf50635c8b970f434112909d0ae15a0678d1f2b6dadf0,200200,8000000000,7538781,134143,2019-11-04 04:16:58 UTC,1
0x7e488e595a4555dfcbf0655a7f8d5f301ad1471bade56151bf6d6a07e145cff4,200200,1000000000,8744937,138077,2019-11-03 17:16:23 UTC,1
0xf7a1360a8d5b1918877cc297b8f7d7ad08f94e45e17ec0c8a0ba1f2a3fa6e382,200200,1500000000,9798376,139856,2019-11-03 06:15:04 UTC,1
0x709ad269a7b64afe4ca0a993025ff6df57c48dd74cfddfecd4e1704c3439d488,200200,1000000000,7485390,136681,2019-11-02 19:13:45 UTC,1
0xd5366e4d2109a6d9a686aa345478e92b3ed03a6c69242eea7504176b7b3b0af7,200200,2475000000,9854116,144782,2019-11-02 08:12:24 UTC,1
0x122a1c9bee68e78e9adf8307fa50f8465e651089f8aaa1243bdc82897cd24e85,200200,1000000000,5770655,142789,2019-11-01 21:11:25 UTC,1
0x0f0a8206b4470dcced70078da7d06f26c0bec979579d3835a383c42dbfd8f20c,200200,4000000000,8457389,138878,2019-11-01 10:09:29 UTC,1
0x7756915278407bc56e8925cea024a9e5fb4d0fe6407aca59fe9a9bf45dbd7436,200200,1210000000,6293448,142354,2019-10-31 23:09:24 UTC,1
0x53a7464528b188808eb5e7888fa61f380138856dc4f26031e083255389033390,200200,8000000000,5660499,138389,2019-10-31 12:07:23 UTC,1
0xb445b5c4d6a5bb927d256a491c762f182cf979210e632b4dbd6497c31e0817e9,200200,4400000000,5959061,135215,2019-10-31 10:06:18 UTC,1
0x8cdc583edf04630b81ad5b0b20cad0493408939b2eca1cf848ae80fed8c7431d,200200,5000000000,3515452,138337,2019-10-31 08:37:37 UTC,1
0xa95bececa9e1c2f3627027fa1f34e0ed248b5a527e71ccb1120a9f58fc726858,200200,1000000000,6155425,137254,2019-10-30 21:34:10 UTC,1
0x4f3caf33b708a9606a73d48db33706cffce9d9b28ef87bd3b2cabb5d3cefd04b,200200,6400000000,2843290,140721,2019-10-30 10:32:22 UTC,1
0xffab2d8bbd83539a60ea1e87e94d912effd1c385ae3dd94f4c0ca6959b1c8d79,200200,3100000000,4589894,143023,2019-10-30 04:29:11 UTC,1
0x5f698ad9956768599ec1c21f5e5915588d1317ca8cfd598b09a60c90b8dff596,200200,1000000000,9875116,140636,2019-10-29 20:09:22 UTC,1
0x97236c272288aa4244658950ef95331cd2798bbe423d75e31e6473509d2f725e,200200,5000000000,4005073,138901,2019-10-29 19:13:59 UTC,1
0x02ac9987ac4efbcff88be2678023379191d3504cb07fae85ea6d3dda5aa77ff4,200200,8000000000,6762495,146261,2019-10-29 08:12:22 UTC,1
0xcfbc6f42351650908563c00897ac465c44ff5ec93f7ce97479441390a3f55663,200200,1000000000,6152354,137067,2019-10-28 21:10:44 UTC,1
0xb70a3309e296f7a4cf2b9ffcbca7c3503e12a91b4248a089bc36e73afc0506fb,200200,2000000000,6947725,135847,2019-10-28 17:08:41 UTC,1
0xd2eec54df8465e3928d3148ab2ec29859c2ff193f536e0460d8e1fb43ec3db63,200200,1500000000,8803301,136831,2019-10-28 11:48:48 UTC,1
0x7c7f736517c448f3984839c358dd603e3fc67de75673bce82ffe6ca4dd8c1e17,200200,1000000000,7719290,134081,2019-10-28 06:49:03 UTC,1
0xa837c578622718f78e39803359d8b6532295efabe672741da46a9177f041afe3,200200,3000000000,5216119,131123,2019-10-28 02:06:45 UTC,1
0xd634935ee9c7e860f39d67615a6e48653970592353d9740236795bf7b569aa10,200200,7000000000,6412996,136379,2019-10-27 15:05:08 UTC,1
0x01af993c11010ccc23c79b5b33063037693dfa0c9e3f8f124bfb922b92804e6f,200200,8900000000,6267267,135457,2019-10-27 10:44:28 UTC,1
0x43b1f33c93ba7f3ee7d421247f67423a317c0beca26b5dd13d6483220fd42eb6,200200,1000000000,4372721,145727,2019-10-26 23:41:53 UTC,1
0x328fcb5cdc2710fc51f1104e302551222973fe2ce12ba5c6de45fe1f00d54ffe,200200,5000000000,2424937,140153,2019-10-26 18:12:58 UTC,1
0x462ef92a96dd69261e41217d3c6654a578f63cec2141cfadbdf19097a4b5a001,200200,5000000000,1997151,141549,2019-10-26 09:06:42 UTC,1
0x8a4e36768cba7d4d98dff2edaee92763443fad956fff259f02497ea3f2dc4583,200200,6000000000,3069869,143945,2019-10-26 08:21:11 UTC,1
0x84b7ea8e5401ada18bade0ad22fe54fd271618677df7a0983a7f79f59b92fd89,200200,15000000000,7319473,139711,2019-10-26 03:33:14 UTC,1
0x92749b104184cfdd47a2497899aa5f6fed32d07e54c9315981b18ad9af74277c,200200,10000000000,7130785,143691,2019-10-26 02:12:10 UTC,1
0xf53f66856861efb50d385bb5295eb15a25b13bbab7197dd74e89d262d7a4d2ec,200200,11000000000,5988837,143030,2019-10-26 01:48:35 UTC,1
0x152f58a186d43500bc38a1728fac1b634f1efacb9e5136a8be507e4fe1eb9ab0,200200,3960000000,5559327,144294,2019-10-26 01:26:36 UTC,1
0x02a05389b9fbe900639f43fb6a618b033cd81ebcdc1e726b36e2229e766c2101,200200,10000000000,4210561,144324,2019-10-26 00:46:05 UTC,1
0x2cdc0faef80efb7aae683bd97568739a068d6c11d6fb751825b20e3de6b914d4,200200,5000000000,5278009,141620,2019-10-26 00:21:09 UTC,1
0xdec95e5c65d188dba0a1578f17d1abe35f0756c339394ba1064c669f0cb4c3e3,200200,15800000000,8300380,138499,2019-10-25 17:36:19 UTC,1
0xb5c34b1aba3e3e36718382c232b0264a8a087943c0f8e11369a54208f603ed3f,200200,12000000000,7093265,140286,2019-10-25 17:15:50 UTC,1
0x85bc426481c87ccbcbcb1f8d04eb3202e9508eac89e460a8e92b35def0f204db,200200,8000000000,2280363,142723,2019-10-25 16:21:56 UTC,1
0x2b3442bf7fffd42d91b05fa8ed6702a6f317252e02a7a2c51a526160f2e09921,200200,10000000000,8726513,145775,2019-10-25 15:50:47 UTC,1
0xaa3a0461867a5af27b8a112aec4919a2d7628f19840eaa5c06a74dd7a31b9006,200200,1000000000,9768504,138479,2019-10-25 10:55:56 UTC,1
0x67a0de79b626af8c65b2b2cc5305c0bfc85048769d0fd9fec7c7f6b6b49ac436,200200,1000000000,7308002,135248,2019-10-25 03:13:12 UTC,1
0xa6d41ee0d1227f463b3e25a82510ec9b56530b8fdbabc8cea54549f1b4b625e9,200200,1728000164,7157349,145509,2019-10-24 16:09:40 UTC,1
0x1b08ec59cfc0ed46cd391b4352dd7642ae20463cc81c670567705eaf453cd562,200200,5000000000,4207001,134781,2019-10-24 05:07:13 UTC,1
0x1ed940453451b9f1d74a1408acdbc4b8f1b886880fbab9fad25fd40816d3a70b,200200,5000000000,8566738,138480,2019-10-23 18:05:10 UTC,1
0x8e9c6e9cd5afe21ab74f9a5fc97ef022c9015983029825610558995c2e86d105,200200,15000000000,9129020,130271,2019-10-23 16:09:43 UTC,1
0x651aac7309b8b17e4102a65cacde688ad16b818bf84f4714b7ae7447da895037,200200,10000000000,9720401,127519,2019-10-23 16:05:07 UTC,1
0x5a7aaa04eb935107bbc9fd571b746f4695f4d5991c27c15ad59c3b016411ae43,200200,12650000384,9613965,135792,2019-10-23 12:50:41 UTC,1
0x29a87fafe9ff7c299798da9db87124ea0eeb634a3f2d6ab24b98ed69536f8b65,200200,5300000000,8993217,134366,2019-10-23 03:39:59 UTC,1
0x488b430883cedce6bd17a1fd6d80dbb40a785063b52dd582a2c655e3ac7bd20e,200200,1800000000,3429737,135730,2019-10-23 00:45:46 UTC,1
0x408ed765d710df0c9b67b2c90725256241a8c3f1db6530a8c96f8a390d5f9bd2,200200,2000000000,7776214,131578,2019-10-22 13:44:17 UTC,1
0x615a889ef672167af50a2cb5df16b1a98bbaadf51189d844e16825f5482d9766,200200,10000000000,4908681,137174,2019-10-22 02:40:32 UTC,1
0x73873398a3947ed180b28818f7b4a2a239892db58cd28c93396cf8619c3c840e,200200,1500000000,6790107,139385,2019-10-21 15:37:22 UTC,1
0xbb7b55ac5bd1bd014ce803fc9f68497d6474a8b84efa03be379e4dfed94c6dd4,200200,1500000000,1077774,131438,2019-10-21 14:37:31 UTC,1
0xde3d818eaade22ae165b61b286ff08509422196e26c8de2775abc9de6b63e4f3,200200,2400000000,7128984,128129,2019-10-21 03:35:08 UTC,1
0x84bd40576a8c05cd0cec0b81b0182c1358c36af1e6d8a5a37d6db99ce4cae64d,200200,2000000000,7472113,136955,2019-10-20 16:31:50 UTC,1
0xaa7024d5d34cca603a81c870c14991d41a52ecbd9fe0782ad348ea213b7c286e,200200,1000000000,6545476,127331,2019-10-20 05:30:27 UTC,1
0xec5864d6fd313d325ec126752bd8feffbe9df21faea1bd10df5f03ae210247c5,200200,1000000000,7988276,125930,2019-10-19 18:27:53 UTC,1
0x0d3fa0a52daf534ad680070b53c84947d6ec45de58feb70692b0112201ed7be4,200200,1000000000,6375776,134574,2019-10-19 07:27:31 UTC,1
0x247b4c7eadb978aab02f8bfaca7cd35538f95fb9d668cfb503bc448f7e0ab410,200200,1000000000,4170659,136219,2019-10-18 20:23:31 UTC,1
0xb875efa2e2cf11c09fc7b0e90113da5747a8c8cd5f2eded7650b5e6880f7e0e4,200200,5249999872,4241586,136709,2019-10-18 09:21:28 UTC,1
0x6cbd7cbd52b56c9ff44e72aeda134283814bfb53dbba3224608c37658624f66e,200200,3000000000,9622903,136099,2019-10-18 08:52:25 UTC,1
0x1ba16f95248f9462a6784d45df1befe09e1f74da0febac2e7f33e0b4909b248f,200200,1320000000,6082380,133825,2019-10-18 08:06:31 UTC,1
0x8c5360d79e97782e6066371393691f91ae876cce0a634b1180c710593f0b1166,200200,1000000000,3767583,126370,2019-10-17 21:39:13 UTC,1
0xbf210ea72d74ff36ab30d6c2917c1cc1699bf516622ee649d4d8b3b689789ad6,200200,1000000000,4279911,135563,2019-10-17 10:36:34 UTC,1
0xd5005061009da9dc8dfd4a775e3bc17b8886e23075850a22acd504478469ce60,200200,1000000000,1129469,134648,2019-10-16 23:34:12 UTC,1
0x5c2ce0371b4729572f018121cdbf991dcb46e0c7bdf232caac826db99b6c43ad,200200,1200000000,8319366,134808,2019-10-16 12:32:03 UTC,1
0xbb2bb390fbdbf3b13f43b4e05d3289a046b8378e90d62531f8a6ebd75cbf78f9,200200,1000000001,6138537,138587,2019-10-16 07:59:23 UTC,1
0x2ad280284ce4537e0ef1d74d547ea3328122f2f127ab1a82027473ec84963c6f,200200,1000000000,8851489,136691,2019-10-15 20:56:54 UTC,1
0x85081cebc7f2d3f0c7b8796d0eca88462555137ce18fde74f7dee4c4978d5d32,200200,1440000000,9775732,141139,2019-10-15 14:44:13 UTC,1
0x620e6662d160873acfe0e020253c691e6f2ed9c1e2ed85698a0219b3e8e84584,200200,1000000000,7495270,130330,2019-10-15 03:40:24 UTC,1
0x735057c3830bb36a967ac753e50b84118d23ce13178c7c77788c98c3099cfc79,200200,1000000000,5598442,133885,2019-10-14 16:37:49 UTC,1
0x9048219a03d7571258ac41ce35d9d0fdd9eb2009045ce91e49c17892e7f958b4,200200,1000000000,5943406,135118,2019-10-14 16:33:38 UTC,1
0x05e669827aafbd5eeeec9776a86f9e96297f2e4258edd4b99b90e0642cd4c7e2,200200,1000000000,7631327,133600,2019-10-14 05:29:48 UTC,1
0xc83568eaf61888e8d3ecd2b6f9aab4049f9b5d8d608005adbbf58e434edece2c,200200,1000000000,8394738,130748,2019-10-13 20:19:14 UTC,1
0x89404ac4b377142da96a6c764789a721c0e2fcf90f6a82766596dcb014d38e97,200200,1000000000,6024128,134114,2019-10-13 12:24:14 UTC,1
0xe0d37e4fd4664d7cc85002ed1e7d895befbda4a6180224dfad3400a5da3479db,200200,5000000000,5740476,132035,2019-10-13 01:21:13 UTC,1
0x4de124c168f312bf37beeb30962231f875521134fd92ac1d82a6dff1b5363a6f,200200,1000000000,9686346,137014,2019-10-12 19:02:44 UTC,1
0xe29481d77babdd8291c538567cdb356ff44edd986479ba37468e8d51ae51865f,200200,1000000000,4223318,130347,2019-10-12 13:08:09 UTC,1
0x1bc06399231076fda8920956e4f78bd453280802968519697930e2301d415c7a,200200,1000000000,1016944,136028,2019-10-12 02:06:36 UTC,1
0xd36b1e11e2b05a588f1e6fbd0159eb268afbc95be09cb499e683c99995df4d19,200200,1000000000,6545506,131855,2019-10-11 18:36:30 UTC,1
0x04a6dd1a449bc14f1b9d01487d70dd3f06fc0cf34a148d95306b833f7c845f97,200200,1000000000,7853760,138394,2019-10-11 11:26:51 UTC,1
0x23a1e6c86242dd91d42ba0f543e3635332ef8d8a7f82898cdc638ffec3f10264,200200,1000000000,7743937,124940,2019-10-11 05:19:36 UTC,1
0x1157241503e0d377f1ab8639a9c2514221f88c7ffea3ca13a725fdc32a395179,200200,1000000000,9575935,140059,2019-10-11 04:46:34 UTC,1
0xe36eea6f4900a1f8f6f12f516ea545ab3a791592f93acccf1393728a1c3d01a2,200200,1100000000,4697739,136349,2019-10-11 02:44:53 UTC,1
0x44ec26127da28d3efece464f4bc04118804e565172ee52eb80d43a6e7e64d8ef,200200,1000000000,6873664,136620,2019-10-10 15:42:49 UTC,1
0x2788d5c39bd3209f86f861cbbce86fe7ac0c614a32bbd571e9782199d8f81d20,200200,1320000000,7152707,137784,2019-10-10 09:18:21 UTC,1
0xae680cd6e4eba0b4741ecdb769064d07276d8fe1f801bcdc319ccbc6eea7d030,200200,1000000000,7745810,135230,2019-10-10 03:40:28 UTC,1
0x98dd6c62b82bd0e59b91ca3eeeb3348598782a41438a0a558d00b211d9da8295,200200,3000000000,5895249,130505,2019-10-09 16:37:33 UTC,1
0x8e90b73b04c43dcac510c2a53af48a4d1675b146191be73da5ce5f2da95fd198,200200,11520000000,9526469,138155,2019-10-09 14:05:47 UTC,1
0xda3701ac479bcdd587fd2342ef6866442c965cb6d2a3168cc720ead54f6d2d8a,200200,3000000000,2699173,137260,2019-10-09 10:18:23 UTC,1
0x3c63c9dde8e972acb28796acb75692545d1ce64257881e4a3fc659a6f47f2491,200200,1000000000,4318066,131179,2019-10-08 23:20:46 UTC,1
0x49cd06ca0d200dedb4de64d5eff1525d3c1922ca83c3a937f2552ebf58a5276b,200200,1000100000,6896827,136333,2019-10-08 12:19:01 UTC,1
0x1cd2db413a9154bb199b0807e609148c5e4e6ac76fd4de8888eac241bb93da28,200200,1000000000,6750707,136826,2019-10-08 01:41:28 UTC,1
0xbee1902474da5386ccabb5654ff76857acdcde1fb409d936e97d1482e0a7e143,200200,1000000000,9287220,135987,2019-10-07 16:46:49 UTC,1
0xb52ba9601db934039a3ca789df41d6b36c72f1d8e082a838f01ffdbeabaec3a0,200200,1000000000,8856573,140974,2019-10-07 11:07:42 UTC,1
0xc978a97aa21491c263655548661993d0ab71b7564bc7b4c79bc84f453ae2c6a4,200200,1000000000,9663110,139144,2019-10-07 03:42:00 UTC,1
0xff7eb71e05d0b1ea3b73be41820a47bd35e9ceaa1400de48f02bf0b9ff448bab,200200,1000000000,9658585,127961,2019-10-06 18:41:11 UTC,1
0xdc1ed8c3becf171d6a7950d64379190ee73696acd21285d0dfe10e12fc24cedf,200200,1000000000,7410180,136323,2019-10-06 08:49:08 UTC,1
0xf71a72495f670a955278865156ce59a05f0e2dfe187de7bc0b7763b053de0d64,200200,1000000000,1267089,136925,2019-10-05 22:37:56 UTC,1
0x20f26ef4e3a36a7894e00a6ac61614a6b252f287fce370b541430038a6ac4279,200200,1000000000,9194058,139690,2019-10-05 11:35:17 UTC,1
0x16f63d4726edf726df970c7bfc5304d5caee4ce4aa38f681df2f7fee12a20be5,200200,1000000000,8157659,136099,2019-10-05 00:33:24 UTC,1
0x191f5ed479326e40eec75ac0f255aa59467c01e629e0c773312787289b731169,200200,1200000000,5370975,135911,2019-10-04 16:48:17 UTC,1
0xd4e50184b4a235b773f9136a81b74a153d1481bb9ae25d9afad7ad67112157bf,200200,1010000000,9811199,137736,2019-10-04 12:30:42 UTC,1
0x10831e388774b9859000b1eb21e0a633d244551b2a32ea4ce20833f4a5cf4829,200200,1000000000,9253773,130754,2019-10-04 01:29:13 UTC,1
0x13928fb0453ea279e5e0f67ead01c500f8000869746f43f26c3bfa69d9746bee,200200,9000000000,6518478,138890,2019-10-03 14:26:45 UTC,1
0x450d99d2d331a24a661673036e70933e8bde1ceee54f5ee8b7aec64aa1e8ce2e,200200,1000000000,9647436,137624,2019-10-03 07:48:30 UTC,1
0xa1f81e4eada1dee72ea8d0b70868c8df33d231bb8f472d71cb265d57d2a81b80,200200,1000000000,1804753,130225,2019-10-02 23:11:57 UTC,1
0x5140b222d3a9b9b706c37ba4dee55a0c53ff09589d81e89352844945a54c55aa,200200,1000000000,6109794,134457,2019-10-02 13:23:51 UTC,1
0x1bcef73fc8c9b643e78520aef2db3b517b7559caea27d9c79e0fcdaf4c07ebc3,200200,2200000000,8882231,142540,2019-10-02 02:18:24 UTC,1
0x537cf5a6a6f5961bd4940ac373de4836d74c6c2ba9e8610232fce1c76d05b0e5,200200,1000000000,5288793,138974,2019-10-01 15:15:46 UTC,1
0x9705c1376003cbab9e225d9ebbe01d6464c0305a9e44bd5d913dcdd87083f07a,200200,1000000000,7420962,142789,2019-10-01 06:09:55 UTC,1
0xf54b5f44d492f7089ae1ab00dd54a277234dee78657ffc1ddf485cf067b715dc,200200,1100000000,1924660,148713,2019-10-01 03:18:24 UTC,1
0xa7577421c0d075db4e4c1c8ff036eab7b9abe01d85db05d125f44740a5721cf7,200200,1100000000,9710284,139990,2019-10-01 00:01:48 UTC,1
0xe8ef9a0bd8693308ad9ac0814bdd5b0de3712872599df3bf7586f3c3392d08b7,200200,8000000000,7131556,129482,2019-09-30 14:54:42 UTC,1
0xf781e3e305669dcc0dd89eff8082f941a7201ec20b391b727fa102f009dc2ae5,200200,10000000000,5934433,140705,2019-09-30 09:52:08 UTC,1
0xdad4c20f100164712f579e9695d2d6c701f18a561b140ba5e5edacdef909535a,200200,10000000000,9839539,136951,2019-09-30 03:15:29 UTC,1
0xe3a98134b498841de70f63dec29530713ea5489a740078ecc81f28c7aeba47a8,200200,10350000000,8812758,138103,2019-09-29 22:33:23 UTC,1
0xe6c18430f6b2954306b37b402d377149cc139937e4ad2b997df79fbbf8c1b20c,56043,9000000000,9960165,37362,2019-09-29 19:49:29 UTC,1
0x834c6acd3ccabad895bb2468ce4de681ee8a4abddce07a14fb0ce819a8ccd4a2,200200,15400000000,8646178,139038,2019-09-29 12:27:47 UTC,1
0x76f312210e959b34c467eaa395ed1ba55ce82a40e704a20372362b297cb72bae,200200,15000000000,9119979,140768,2019-09-29 09:39:47 UTC,1
0xee8cdd13465416c4f771a8ffc108df330008546f27a6fbe52305612c50569d88,200200,17250000000,9222692,142278,2019-09-28 22:37:02 UTC,1
0x66dc1d786121d47f6b880737c2ed2e796a2ff16baa66cb0f1b0d6ebee2f528ec,200200,21160000000,3080336,145839,2019-09-28 18:19:07 UTC,1
0x55b375dd93251cec22ae90aef512fe99c2ba2edb279877f2e3f3f31a5fde5e25,200200,16000000000,8365187,136908,2019-09-28 14:58:21 UTC,1
0x88cf578639dd65355c13ef5980731429411a0f4a07b0f0b5ded059a49bf1c9d0,200200,11000000000,9625737,143391,2019-09-28 08:33:04 UTC,1
0xd12e20d6a5ae615422984f54dad462a4fa61d1d6232da47200eb6f9fbdc0ad2c,200200,11500000000,9095201,141717,2019-09-27 21:31:10 UTC,1
0x405674ce8d7af541e263761f99bbb0c6e7e8b36f382e176a6ef31a053d29c878,200200,10396000000,9795052,143315,2019-09-27 20:39:47 UTC,1
0x6f2ab4a40ec11ecf7dc22bd404e6d921efe428340c0f89d54b41ef78722846e5,200200,10260000000,9530670,141190,2019-09-27 16:12:24 UTC,1
0xcc0773fc4f7922fc430bcc56117085980e364840444ff917472a9f3511e2d49c,200200,5750000000,9303147,145727,2019-09-27 15:41:40 UTC,1
0x229e8e9198560fc283c325d65edbe78322b5d0d2e67e0109454e7ac1d71ea37f,200200,23000000000,9780223,145814,2019-09-27 09:22:15 UTC,1
0xa7a75f0145473bc849613fb572b89ac086587275a89012c17c37e221874f28ca,200200,12650000000,8980326,133139,2019-09-26 22:14:51 UTC,1
0x5e4684c5bbfa728c000b4baff2b79d069fc29581de0e4c559ffaab2c5c902a18,200200,20000000000,9466378,142622,2019-09-26 17:04:25 UTC,1
0x2b4e08fb39ebdc31e642fc0dfe27e6e708431855e43a373f9623e0aef5f21e66,200200,26000000000,5373368,144238,2019-09-24 20:19:48 UTC,1
0xb42807ace47e10dc9666b59de4f24070e86afb2224ca932c839eeeb16cac72b3,200200,37950000000,7502179,139660,2019-09-24 20:01:34 UTC,1
0x31cbe069ab81f5c567d4dcb014306b55ab835bfa363910ca09891ead7aa5d2f5,200200,32003200000,9803027,138407,2019-09-24 19:49:57 UTC,1
0x36609adfb3d6ba2f90a7cbd12c3bf557eaf5c1da2448cbc9bb5a1b3d14f503ae,200200,20000000000,9262685,138928,2019-09-24 19:39:02 UTC,1
0xeb0941425d1282a36c00fe325784ac54a56dd7a6d5a9aa16cabf77cad01ad9cc,200200,30000000000,7460865,141551,2019-09-24 19:22:18 UTC,1
0x18f3eeea22cbe93c8d193a11ddb7cf325805401fb7784ccc9c0fa9dc156a86f6,200200,30000000000,7916706,140909,2019-09-24 19:07:36 UTC,1
0xa7c5e985bdf53c7b6ffb8b253ecba71a7e30596ce3ecbbbb5ac43dab6bac726d,200200,25360590624,7934098,139689,2019-09-24 19:04:02 UTC,1
0x13d0e07952e9cfb4300b4a4f6aec7f74ed13acd8f4af0469d39b2039b8593da0,200200,16100000000,8600650,134936,2019-09-24 18:45:43 UTC,1
0xadbe62d050013f96095c0ce6850c541cb466711980621ef11041f55dcb24caab,200200,14500000000,9249007,140006,2019-09-24 15:03:13 UTC,1
0xcf1966b59cee5205ac8049d2a0a834085cffc211d9ad7cbd1c897b3e941bb275,200200,13656250000,9898441,138311,2019-09-24 13:42:38 UTC,1
0x99cb78e344151cee9d9b7068a53c87b50de3224ef08b0b2f8475d47ea45e0fc9,200200,15020000000,9833171,139823,2019-09-24 07:32:13 UTC,1
0x7939248142cbdc0be559b1c7217e80025b685784b635d4f492da9cddb88c3575,200200,13000000000,9882940,139597,2019-09-23 21:05:49 UTC,1
0xfa55f0553ffdf6b256a014f809a79843875c88f3d70151c7917676b6adb63ee4,200200,23000000000,8207143,143094,2019-09-23 14:55:03 UTC,1
0x738835c155280ae0a86364aac3b3cdbd329300363d54e75de1916f1b41be717d,200200,8800000000,9070375,144255,2019-09-23 03:49:22 UTC,1
0xeb6e77bc4fd5d3ba338b8f63d4381534b6ebd05e5d6a63028f680672f5537265,200200,11500000000,9327689,136080,2019-09-22 16:44:16 UTC,1
0x8801f406aa2734d51e5e1844712c8c61eb51edcb6471494ea9582e0415a8f56a,200200,9053000000,9409860,140756,2019-09-22 12:37:26 UTC,1
0x7a1573531a857a8fe918d361d5b12c0d070ff78e819f8d67cd9ec3adfb666817,200200,8600000000,1327582,135917,2019-09-22 01:34:10 UTC,1
0xf38f935101dc533e37cff9295ac2b142699ebe063cc08b01cacb1643ab2d1633,200200,11500000000,9878418,141871,2019-09-21 19:25:33 UTC,1
0x078a5198dcad52c7911e13f86a38e826665f316ccf9a981a04696b95f163e154,200200,10000000000,9911326,135124,2019-09-21 08:17:45 UTC,1
0x0dd8cf80475339826295d41059f5a2106bf328c5716c8714c533f316c2fdf2e7,200200,8000000000,9724622,133525,2019-09-21 01:11:15 UTC,1
0x636d77719ab913031892edf0edba5f89d466b7d9229526a2194452cac0306257,200200,23000000000,2112708,143473,2019-09-20 14:39:52 UTC,1
0xd7d138fa63530775d4daa80ea9744efa900ca45b44749f725f6e69ac9284a470,200200,20000000000,9164030,145051,2019-09-20 03:32:24 UTC,1
0x1d0803fa795465c6c2e22e77a36fc43fe4bfe1a99a854aa513bb4f714dc9df0e,200200,25000000000,8354299,141920,2019-09-19 16:28:53 UTC,1
